#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Code","1","264","824238080","34906112","19800064","19368","C:\Program Files\VSCode\Code.exe","Microsoft Corporation","0.15625","1.21.0","1.21.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"3128","Microsoft.Win32.SafeHandles.SafeProcessHandle","264","58788",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19368","19368","19800064","19800064","471352","471352","21311488","21311488","35717120","35717120","830062592","830062592","True","Normal","19800064","19800064","00:00:00.0468750","Code","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 5:37:19 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.1093750","824238080","824238080","False",,,,"34906112","34906112",,
"CodeHelper","1","281","185884672","14057472","10780672","16408","c:\Program Files\VSCode\resources\app\out\vs\workbench\services\files\node\watcher\win32\CodeHelper.exe","Microsoft Corporation","0.046875","1.0.0.0","1.0.0.0","CodeHelper","CodeHelper","Process","8",,"False",,"5044","Microsoft.Win32.SafeHandles.SafeProcessHandle","281","52708",".","0","","System.Diagnostics.ProcessModule (CodeHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16408","16408","10780672","10780672","233032","233032","11157504","11157504","14077952","14077952","191651840","191651840","True","Normal","10780672","10780672","00:00:00.0312500","CodeHelper","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 5:37:19 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","185884672","185884672","False",,,,"14057472","14057472",,
"com.docker.service","0","293","695578624","3088384","37203968","31080",,,,,,,,"Process","8",,,,,,"293","3832",".","0","",,,,,"31080","31080","37203968","37203968","433160","433160","37937152","37937152","29937664","29937664","732061696","732061696",,,"37203968","37203968",,"com.docker.service",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"695578624","695578624","False",,,,"3088384","3088384",,
"concentr","1","484","265707520","5378048","15835136","28568","C:\Program Files (x86)\Citrix\ICA Client\concentr.exe","Citrix Systems, Inc.","0.640625","14.11.0.17061","14.11.0","Citrix Connection Center","Citrix Receiver","Process","8",,"False",,"5052","Microsoft.Win32.SafeHandles.SafeProcessHandle","484","12804",".","0","","System.Diagnostics.ProcessModule (concentr.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28568","28568","15835136","15835136","370072","370072","16314368","16314368","24997888","24997888","271605760","271605760","True","Normal","15835136","15835136","00:00:00.2812500","concentr","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6406250","00:00:00.3593750","265707520","265707520","False",,,,"5378048","5378048",,
"conhost","1","241","2199182716928","6684672","7790592","13720","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","1.390625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4636","Microsoft.Win32.SafeHandles.SafeProcessHandle","241","17736",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13720","13720","7790592","7790592","228504","228504","7852032","7852032","20307968","20307968","162824192","2199186079744","True","Normal","7790592","7790592","00:00:01.0625000","conhost","255","True","1","System.Diagnostics.ProcessStartInfo","3/16/2018 11:07:34 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3906250","00:00:00.3281250","159461376","2199182716928","False",,,,"6684672","6684672",,
"conhost","1","115","2199144050688","1343488","5451776","7464","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.96875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4316","Microsoft.Win32.SafeHandles.SafeProcessHandle","115","17968",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7464","7464","5451776","5451776","167672","167672","5537792","5537792","10338304","10338304","137838592","2199161094144","True","Normal","5451776","5451776","00:00:00.6250000","conhost","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 2:10:12 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9687500","00:00:00.3437500","120795136","2199144050688","False",,,,"1343488","1343488",,
"conhost","1","111","2199144546304","10424320","5472256","7600","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.015625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4324","Microsoft.Win32.SafeHandles.SafeProcessHandle","111","18392",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7600","7600","5472256","5472256","163672","163672","5529600","5529600","10424320","10424320","122339328","2199145594880","True","Normal","5472256","5472256","00:00:00","conhost","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 5:37:19 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00.0156250","121290752","2199144546304","False",,,,"10424320","10424320",,
"conhost","1","299","2199192403968","17604608","6721536","15896","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.53125","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3904","Microsoft.Win32.SafeHandles.SafeProcessHandle","299","38356",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15896","15896","6721536","6721536","245952","245952","7438336","7438336","21659648","21659648","172822528","2199196078080","True","Normal","6721536","6721536","00:00:00.4062500","conhost","255","True","1","System.Diagnostics.ProcessStartInfo","3/19/2018 10:28:34 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5312500","00:00:00.1250000","169148416","2199192403968","False",,,,"17604608","17604608",,
"conhost","1","134","2199153922048","10989568","4325376","9776","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.125","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3768","Microsoft.Win32.SafeHandles.SafeProcessHandle","134","50804",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9776","9776","4325376","4325376","182280","182280","6844416","6844416","13344768","13344768","132239360","2199155494912","True","Normal","4325376","4325376","00:00:00.0937500","conhost","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 5:40:48 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0312500","130666496","2199153922048","False",,,,"10989568","10989568",,
"conhost","1","134","2199153917952","10985472","4296704","9776","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.0625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4736","Microsoft.Win32.SafeHandles.SafeProcessHandle","134","55340",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9776","9776","4296704","4296704","182280","182280","6819840","6819840","13348864","13348864","132235264","2199155490816","True","Normal","4296704","4296704","00:00:00.0468750","conhost","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 5:37:19 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","130662400","2199153917952","False",,,,"10985472","10985472",,
"csrss","0","785","2199120670720","1703936","1912832","23720",,,,,,,,"Process","13",,,,,,"785","736",".","0","",,,,,"23720","23720","1912832","1912832","254200","254200","2154496","2154496","5464064","5464064","98856960","2199122112512",,,"1912832","1912832",,"csrss",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"97415168","2199120670720","False",,,,"1703936","1703936",,
"csrss","1","1132","2199156412416","2977792","3141632","34376",,,,,,,,"Process","13",,,,,,"1132","836",".","0","",,,,,"34376","34376","3141632","3141632","340032","340032","20267008","20267008","29306880","29306880","166580224","2199189835776",,,"3141632","3141632",,"csrss",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"133156864","2199156412416","False",,,,"2977792","2977792",,
"ctfmon","1","1728","2199315677184","51654656","19529728","1092688",,,"104.109375",,,,,"Process","13",,,,,,"1728","696",".","0","",,,,,"1092688","1092688","19529728","19529728","466608","466608","19529728","19529728","51699712","51699712","293978112","2199317233664",,,"19529728","19529728","00:01:11.2343750","ctfmon",,"True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:00 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:44.1093750","00:00:32.8750000","292421632","2199315677184","False",,,,"51654656","51654656",,
"dasHost","0","313","2199110881280","10657792","6017024","15976",,,,,,,,"Process","8",,,,,,"313","4436",".","0","",,,,,"15976","15976","6017024","6017024","97520","97520","6238208","6238208","12902400","12902400","89198592","2199112454144",,,"6017024","6017024",,"dasHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"87625728","2199110881280","False",,,,"10657792","10657792",,
"devenv","1","1572","910155776","162877440","278331392","119440","C:\Program Files (x86)\Microsoft Visual Studio\2017\Enterprise\Common7\IDE\devenv.exe","Microsoft Corporation","366.78125","15.6.27428.2002 built by: D15.6","15.6.27428.2002","Microsoft Visual Studio 2017","Microsoft? Visual Studio?","Process","8",,"False",,"5244","Microsoft.Win32.SafeHandles.SafeProcessHandle","1572","20016",".","134456","Napa MRSE.WIQ - Microsoft Visual Studio ","System.Diagnostics.ProcessModule (devenv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","119440","119440","278331392","278331392","1280272","1280272","331849728","331849728","252788736","252788736","961994752","961994752","True","Normal","278331392","278331392","00:03:59.8750000","devenv","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 2:10:10 PM",,"System.Diagnostics.ProcessThreadCollection","00:06:06.7812500","00:02:06.9062500","910155776","910155776","False",,,,"162877440","162877440",,
"dllhost","0","189","2199254929408","3878912","3956736","16312",,,,,,,,"Process","8",,,,,,"189","1376",".","0","",,,,,"16312","16312","3956736","3956736","104408","104408","4173824","4173824","11214848","11214848","236732416","2199259987968",,,"3956736","3956736",,"dllhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"231673856","2199254929408","False",,,,"3878912","3878912",,
"dllhost","1","483","2199277834240","8654848","5390336","19304","C:\WINDOWS\system32\DllHost.exe","Microsoft Corporation","2.4375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"5304","Microsoft.Win32.SafeHandles.SafeProcessHandle","483","3088",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19304","19304","5390336","5390336","150280","150280","10137600","10137600","14508032","14508032","265170944","2199288426496","True","Normal","5390336","5390336","00:00:00.9375000","dllhost","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:39 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4375000","00:00:01.5000000","254578688","2199277834240","False",,,,"8654848","8654848",,
"dwm","1","6023","2199627673600","153608192","167682048","652160",,,,,,,,"Process","13",,,,,,"6023","1600",".","0","",,,,,"652160","652160","167682048","167682048","1035992","1035992","303378432","303378432","188981248","188981248","683945984","2199707201536",,,"167682048","167682048",,"dwm",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"604418048","2199627673600","False",,,,"153608192","153608192",,
"explorer","1","3582","2199904296960","140234752","133165056","154952","C:\WINDOWS\Explorer.EXE","Microsoft Corporation","583.984375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Windows Explorer","Microsoft? Windows? Operating System","Process","8",,"False",,"5340","Microsoft.Win32.SafeHandles.SafeProcessHandle","3582","3448",".","65792","","System.Diagnostics.ProcessModule (Explorer.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","154952","154952","133165056","133165056","1422408","1422408","185712640","185712640","192081920","192081920","1651798016","2200675053568","True","Normal","133165056","133165056","00:05:53.6875000","explorer","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:01 PM",,"System.Diagnostics.ProcessThreadCollection","00:09:43.9843750","00:03:50.2968750","881041408","2199904296960","False",,,,"140234752","140234752",,
"fontdrvhost","0","45","2199243735040","1687552","4390912","7608",,,,,,,,"Process","8",,,,,,"45","984",".","0","",,,,,"7608","7608","4390912","4390912","326528","326528","4390912","4390912","40427520","40427520","220479488","2199243735040",,,"4390912","4390912",,"fontdrvhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"220479488","2199243735040","False",,,,"1687552","1687552",,
"fontdrvhost","1","68","2199303479296","8175616","7192576","11416",,,,,,,,"Process","8",,,,,,"68","1244",".","0","",,,,,"11416","11416","7192576","7192576","419584","419584","12140544","12140544","41037824","41037824","472145920","2199495401472",,,"7192576","7192576",,"fontdrvhost",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"280223744","2199303479296","False",,,,"8175616","8175616",,
"GoogleCrashHandler","0","159","98951168","847872","1732608","9800",,,,,,,,"Process","4",,,,,,"159","2096",".","0","",,,,,"9800","9800","1732608","1732608","122784","122784","2011136","2011136","7135232","7135232","104083456","104083456",,,"1732608","1732608",,"GoogleCrashHandler",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"98951168","98951168","False",,,,"847872","847872",,
"GoogleCrashHandler64","0","140","103374848","81920","1679360","8104",,,,,,,,"Process","4",,,,,,"140","2100",".","0","",,,,,"8104","8104","1679360","1679360","129392","129392","1773568","1773568","6615040","6615040","106520576","106520576",,,"1679360","1679360",,"GoogleCrashHandler64",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"103374848","103374848","False",,,,"81920","81920",,
"Idle","0","0","65536","8192","53248","136",,,,,,,,"Process","0",,,,,,"0","0",".","0","",,,,,"136","136","53248","53248","0","0","53248","53248","8192","8192","65536","65536",,,"53248","53248",,"Idle",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"65536","65536","False",,,,"8192","8192",,
"iexplore","1","658","2233655218176","20045824","16134144","57104","C:\Program Files\Internet Explorer\iexplore.exe","Microsoft Corporation","7.921875","11.00.16299.15 (WinBuild.160101.0800)","11.00.16299.15","Internet Explorer","Internet Explorer","Process","8",,"False",,"5376","Microsoft.Win32.SafeHandles.SafeProcessHandle","658","12404",".","0","","System.Diagnostics.ProcessModule (iexplore.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","57104","57104","16134144","16134144","436592","436592","16769024","16769024","35893248","35893248","278556672","2233661550592","True","Normal","16134144","16134144","00:00:05.2031250","iexplore","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:28 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.9218750","00:00:02.7187500","272224256","2233655218176","False",,,,"20045824","20045824",,
"iexplore","1","626","365580288","9809920","23162880","37168","C:\Program Files (x86)\Internet Explorer\IEXPLORE.EXE","Microsoft Corporation","3.3125","11.00.16299.15 (WinBuild.160101.0800)","11.00.16299.15","Internet Explorer","Internet Explorer","Process","8",,"False",,"5168","Microsoft.Win32.SafeHandles.SafeProcessHandle","626","12560",".","67744","","System.Diagnostics.ProcessModule (IEXPLORE.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37168","37168","23162880","23162880","436776","436776","24506368","24506368","42479616","42479616","376066048","376066048","True","Normal","23162880","23162880","00:00:02.0468750","iexplore","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:29 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.3125000","00:00:01.2656250","365580288","365580288","False",,,,"9809920","9809920",,
"iPodService","0","159","92512256","2912256","2699264","9576",,,,,,,,"Process","8",,,,,,"159","11888",".","0","",,,,,"9576","9576","2699264","2699264","90224","90224","2822144","2822144","9142272","9142272","96706560","96706560",,,"2699264","2699264",,"iPodService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"92512256","92512256","False",,,,"2912256","2912256",,
"IpOverUsbSvc","0","259","158097408","2777088","8208384","16136",,,,,,,,"Process","8",,,,,,"259","3856",".","0","",,,,,"16136","16136","8208384","8208384","173432","173432","8724480","8724480","13717504","13717504","167686144","167686144",,,"8208384","8208384",,"IpOverUsbSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"158097408","158097408","False",,,,"2777088","2777088",,
"ITBMSvc","0","105","66142208","1445888","1142784","7464",,,,,,,,"Process","8",,,,,,"105","3824",".","0","",,,,,"7464","7464","1142784","1142784","63856","63856","1499136","1499136","5976064","5976064","72695808","72695808",,,"1142784","1142784",,"ITBMSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"66142208","66142208","False",,,,"1445888","1445888",,
"iTunesHelper","1","292","194306048","3878912","5017600","20376","C:\Program Files\iTunes\iTunesHelper.exe","Apple Inc.","0.5625","12.7.3.46","12.7.3.46","iTunesHelper","iTunes","Process","8",,"False",,"3628","Microsoft.Win32.SafeHandles.SafeProcessHandle","292","11784",".","0","","System.Diagnostics.ProcessModule (iTunesHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20376","20376","5017600","5017600","303312","303312","5033984","5033984","17313792","17313792","196411392","196411392","True","Normal","5017600","5017600","00:00:00.2656250","iTunesHelper","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5625000","00:00:00.2968750","194306048","194306048","False",,,,"3878912","3878912",,
"Launchpad","0","459","8657801216","4886528","79458304","23464",,,,,,,,"Process","8",,,,,,"459","27072",".","0","",,,,,"23464","23464","79458304","79458304","214512","214512","81272832","81272832","27906048","27906048","86749184","8676683776",,,"79458304","79458304",,"Launchpad",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"67866624","8657801216","False",,,,"4886528","4886528",,
